,Location,Total salary,Average salary,occupation_name
941,"Hibbing & Cloquet Cities PUMA, MN",2833000056.0,43693.20291331495,"Carpet, floor, & tile installers & finishers"
1006,"Indiana & Armstrong Counties PUMA, PA",2831483608.0,41423.57706849841,Architectural & engineering managers
1179,"Lake Worth City, Lantana Town & Atlantis City PUMA, FL",2830568956.0,42319.12721287066,"Chemical processing machine setters, operators, & tenders"
932,"Henry County (South)McDonough City PUMA, GA",2830120428.0,42187.17790337093,"Secretaries and administrative assistants, except legal, medical, and executive"
1572,"Ocean City & Somers Point City PUMA, NJ",2829606442.0,46109.55241945168,Shuttle drivers and chauffeurs
1804,"Revere, Chelsea & Winthrop Town Cities PUMA, MA",2828567395.0,43059.28568995529,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians"
1709,"Pike, Wayne & Susquehanna Counties PUMA, PA",2827683952.0,41770.102458114285,Cooks
377,"Cheney City PUMA, WA",2826579758.0,43846.555640755774,Miscellaneous health technologists & technicians
382,"Chesapeake City (Northeast) PUMA, VA",2822980831.0,44338.763683068,Physical therapist assistants & aides
931,"Henry County (North)Stockbridge City PUMA, GA",2822822394.0,44896.2406211237,Legal secretaries and administrative assistants
1741,"Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUMA, FL",2820437896.0,42976.43357988667,Insurance sales agents
749,"Franklin & Hampshire (North) Counties PUMA, MA",2820322461.0,44188.96403269534,Driver/sales workers & truck drivers
58,"Ark-Tex COG (West) PUMA, TX",2819771198.0,42408.243478049524,Preschool & kindergarten teachers
2263,"Waterloo & Cedar Falls Cities PUMA, IA",2819305357.0,41043.091943316875,Machinists
1489,"Newark City (North & East) PUMA, NJ",2819173898.0,37275.983863133,Firstline supervisors of retail sales workers
1708,"Pike & Washington (Northwest) TownshipsIndianapolis City (Northwest) PUMA, IN",2818544674.0,45063.740190375705,Firstline supervisors of food preparation & serving workers
1717,"Pittsburgh City (South) PUMA, PA",2817290520.0,42027.38786250019,"Hosts & hostesses, restaurant, lounge, & coffee shop"
326,"Cass & Bates Counties PUMA, MO",2815091051.0,43998.36027248873,"Religious workers, all other"
2316,"Westpark Tollway, West of Beltway TX-8 PUMA, TX",2814861137.0,45850.57579898071,Social & community service managers
903,"Harrison, Marion, Taylor & Doddridge Counties PUMA, WV",2814826900.0,43328.02577901232,Travel agents
1057,"Jacksonville City PUMA, NC",2814191453.0,43548.9789508364,Public relations specialists
773,"Fulton County (South)Union & Fairburn Cities PUMA, GA",2813790945.0,42156.60023853644,Education administrators
1203,"Lawrence TownshipIndianapolis (Northeast) & Lawrence Cities PUMA, IN",2813752101.0,46607.56373868349,Construction managers
1238,"Lincoln, Warren, Audrain, Pike & Montgomery Counties PUMA, MO",2811960310.0,40948.23613599193,Preschool & kindergarten teachers
953,"Hillsborough County (Northeast) PUMA, FL",2810091359.0,43380.22236479681,"Firstline supervisors of mechanics, installers, & repairers"
1840,"Rocky Mount City PUMA, NC",2807577496.0,41832.006195203336,Parking lot attendants
999,"Iberia, St. Mary & St. Martin Parishes PUMA, LA",2806755324.0,41570.695872513665,Computer & information systems managers
1251,"Livingston, Ford, Iroquois & Vermilion Counties PUMA, IL",2806234041.0,41067.424064773055,Registered nurses
925,"Henderson & Transylvania Counties PUMA, NC",2805044833.0,43801.350532609045,"Meter readers, utilities"
731,"Forrest, Lamar, Marion & Perry CountiesHattiesburg City PUMA, MS",2804928773.0,42543.47470454034,Riggers
2150,"The Hammocks (West), Richmond West (West) & Country Walk PUMA, FL",2804337094.0,45000.325282457394,Home health aides
243,"Brooklyn, Parma, Parma Heights & Seven Hills Cities PUMA, OH",2802804213.0,43450.84888854579,Painting workers
475,"Columbus City PUMA, IN",2800328392.0,44216.15513327259,"Carpet, floor, & tile installers & finishers"
889,"Hamilton & Fairfield Cities PUMA, OH",2798062228.0,41758.70995498626,Nonfarm animal caretakers
776,"Galt, Isleton Cities & Delta Region PUMA, CA",2797682230.0,46980.375039094964,Entertainment and recreation managers
61,"Arlington City (West)South of I-30 & East of Loop I-820 PUMA, TX",2797527715.0,42519.96103895706,Special education teachers
671,"Erie & Sandusky Counties PUMA, OH",2796249539.0,42036.29086808384,Cashiers
841,"Greater Miami Lakes Town PUMA, FL",2795842024.0,45118.84772681451,Radiologic technologists and technicians
384,"Cheshire & Sullivan Counties PUMA, NH",2793849345.0,45717.36364390264,Dental assistants
1686,"Philadelphia City (East) PUMA, PA",2793062546.0,41327.147180489075,"Opticians, dispensing"
1067,"Jefferson County (South) PUMA, MO",2792825991.0,41780.55431024735,"Other therapists, including exercise physiologists"
261,"Bulloch, Effingham & Screven Counties PUMA, GA",2791204912.0,41279.55345379244,Marketing managers
1389,"Milwaukee City (South) PUMA, WI",2790016832.0,43661.56908512015,Human resources managers
1344,"Mentor, Painesville Cities & Madison Village PUMA, OH",2787890631.0,41692.209084651695,Telecommunications line installers & repairers
1415,"Monroe County (North & West) PUMA, NY",2786325871.0,40687.84328688118,Mechanical engineers
1444,"Mower, Steele, Freeborn & Dodge Counties PUMA, MN",2783908061.0,41814.721704688905,"Other therapists, including exercise physiologists"
53,"Apalachee Region (Outside Leon County) PUMA, FL",2783353628.0,42906.85034354209,Clergy
636,"Eastlake, Wickliffe, Willoughby & Willowick Cities PUMA, OH",2779491823.0,44851.88716534385,Firefighters
1334,"Melbourne & West Melbourne Cities PUMA, FL",2779218013.0,45136.0632534287,Radio & telecommunications equipment installers & repairers
1920,"Santa Ana City (West) PUMA, CA",2777410045.0,41680.35960242772,Personal care aides
574,"Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUMA, CA",2776661823.0,45247.72194112648,Biological scientists
1573,"Ocean County (North Central) PUMA, NJ",2776112217.0,45515.26275542904,Taxi drivers
2219,"Victorville & Adelanto Cities PUMA, CA",2771985528.0,37869.770622439035,Data entry keyers
60,"Arlington (Southeast) & Grand Prairie (Southwest) Cities PUMA, TX",2770665572.0,44244.0301637663,Secondary school teachers
1826,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA, VA",2770551898.0,43545.88897184123,Cutting workers
1580,"Oklahoma City (Central) PUMA, OK",2768995214.0,46311.67468214586,"Laborers & freight, stock, & material movers, hand"
414,"Clayton County (North)Forest Park City PUMA, GA",2768184700.0,37893.90356300687,Landscaping and groundskeeping workers
536,"DeKalb County (East Central)Redan PUMA, GA",2766612713.0,39693.99913566743,Lodging managers
1626,"Outer Cape Cod Towns PUMA, MA",2762496660.0,43683.60432103038,Operations research analysts
2271,"Wayne & Seneca Counties PUMA, NY",2762302340.0,43140.5767365376,"Power plant operators, distributors, & dispatchers"
1938,"Schuylkill County PUMA, PA",2756526773.0,41897.920842885294,Landscaping and groundskeeping workers
2094,"Sterling Heights City PUMA, MI",2753000150.0,42952.19991102747,Computer programmers
1073,"Jeffersonville City PUMA, IN",2752843894.0,44500.11483557531,Dental hygienists
496,"Cowlitz, Pacific & Wahkiakum Counties PUMA, WA",2751153608.0,42171.656079074295,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians"
1088,"Kalamazoo & Portage Cities Area PUMA, MI",2750148748.0,44052.751761316606,Police officers
1398,"Miramar (East), Hallandale Beach & West Park Cities PUMA, FL",2748632992.0,39963.63711629464,Human resources workers
893,"Hancock & Putnam Counties PUMA, OH",2746255309.0,42179.941488255274,"Hairdressers, hairstylists, & cosmetologists"
2310,"Westland, Garden City, Inkster & Wayne Cities PUMA, MI",2745221331.0,39835.02779001675,Education administrators
848,"Greater Seminole City PUMA, FL",2744180234.0,46135.57918826148,Licensed practical & licensed vocational nurses
1305,"Margate & Coconut Creek Cities PUMA, FL",2743308949.0,42561.5926231798,Billing & posting clerks
2241,"Warren & Washington Counties PUMA, NY",2742411863.0,41736.12282789474,Electronic home entertainment equipment installers & repairers
652,"El Paso City (East) PUMA, TX",2741559223.0,43193.08754524078,Dining room and cafeteria attendants and bartender helpers
1665,"Pelham Parkway, Morris Park & Laconia PUMA, NY",2738344651.0,44471.765756407636,Editors
702,"Far Southeast New Mexico PUMA, NM",2737368318.0,42939.44186093181,"Office clerks, general"
1409,"Modesto City (East) PUMA, CA",2736620717.0,40837.98012946625,Network and computer systems administrators
2341,"Windham County PUMA, CT",2736090334.0,42827.70004627337,"Computer occupations, all other"
132,"Beachwood Borough PUMA, NJ",2735587980.0,42686.261433552536,Landscaping and groundskeeping workers
601,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties PUMA, IN",2734319328.0,43216.02305489834,Coaches and scouts
487,"Coon Rapids, Fridley & Columbia Heights Cities PUMA, MN",2734090012.0,41235.73072004083,Automotive body & related repairers
2028,"Southside Planning District Commission & Commonwealth Regional Council PUMA, VA",2733247732.0,40812.286688282875,"Welding, soldering, & brazing workers"
192,"Blount County PUMA, TN",2732109869.0,41780.40144606155,"Office clerks, general"
1698,"Phoenix City (North) PUMA, AZ",2731353151.0,44759.54794829559,Veterinary assistants & laboratory animal caretakers
775,"Gainesville City (Central) PUMA, FL",2729602299.0,43608.47218792597,Food service managers
1931,"Sarasota County (North) PUMA, FL",2729003642.0,44188.39238915176,Bartenders
822,"Grant & Kittitas Counties PUMA, WA",2728724028.0,43277.05198969825,Other teachers and instructors
2298,"West Piedmont Planning District Commission PUMA, VA",2728489726.0,40121.374431240816,Firstline enlisted military supervisors
2097,"Stillwater City PUMA, OK",2727180322.0,40636.72747210129,"Architects, except landscape and naval"
2226,"Vista City PUMA, CA",2726001496.0,43067.28164346499,"Miscellaneous agricultural workers, including animal breeders"
1341,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties PUMA, IL",2724830802.0,40840.540164936705,"Heating, air conditioning, & refrigeration mechanics & installers"
1820,"River Parishes PUMA, LA",2722755653.0,44146.46878085729,"Pressers, textile, garment, & related materials"
894,"Hancock & Shelby Counties PUMA, IN",2722249883.0,42895.55344253586,"Baggage porters, bellhops, & concierges"
1064,"Jefferson & Lewis Counties PUMA, NY",2721507859.0,43092.96760232008,Physician assistants
620,"East Harlem PUMA, NY",2720975052.0,46051.105561778764,Dental hygienists
676,"Erie County (Northwest) PUMA, NY",2719508759.0,44183.2674139239,"Sales representatives, wholesale & manufacturing"
1673,"Perris City, Temescal Valley & Mead Valley PUMA, CA",2717601719.0,40352.00546291016,Speechlanguage pathologists
1036,"Jackrabbit Region PUMA, SD",2716812321.0,41731.92750769097,Surveying & mapping technicians
1536,"Northeast Oklahoma PUMA, OK",2713707092.0,41924.84892268472,Pipelayers
1465,"Nassau & Baker Counties PUMA, FL",2713118133.0,43826.82703734583,"Miscellaneous first-line supervisors, protective service workers"
1961,"Shawnee City PUMA, OK",2712382142.0,41479.73376008543,Tellers
1258,"Lompoc, Guadalupe, Solvang & Buellton Cities PUMA, CA",2709104188.0,44493.291830509115,Pharmacy technicians
1598,"Orange & Hardin Counties PUMA, TX",2708684544.0,42880.544001993476,Education administrators
217,"Brazoria County (Central)Alvin City PUMA, TX",2707746986.0,42758.19621837184,"Maintenance workers, machinery"
1845,"Rowan County PUMA, NC",2707464805.0,42349.20306621967,"Packers & packagers, hand"
2169,"Tompkins County PUMA, NY",2705934664.0,43532.55276213738,Waiters & waitresses
1188,"Lancaster City, East Lampeter, Lancaster & West Lampeter Townships PUMA, PA",2705677273.0,42388.90296163829,"Bus drivers, school"
1004,"Indian River County PUMA, FL",2705495920.0,44648.407686288745,Construction managers
545,"Dearborn & Dearborn Heights Cities PUMA, MI",2704791198.0,43385.30893742916,Human resources workers
1740,"Port Arthur City PUMA, TX",2702731372.0,42840.22900903376,Advertising sales agents
428,"Co-op City, Pelham Bay & Schuylerville PUMA, NY",2702144490.0,41861.24499187893,Cashiers
467,"Columbus (Far West) & Hilliard (South) Cities PUMA, OH",2700259728.0,45462.630539736114,Data entry keyers
829,"Great Falls City PUMA, MT",2698881452.0,41794.71794381964,Coaches and scouts
522,"Damascus City PUMA, OR",2698391290.0,42671.70246767326,Stockers and order fillers
1030,"Irvington, Ten Hills & Cherry Hill PUMA, MD",2690281632.0,44000.960216762076,Aerospace engineers
374,"Chelan & Douglas Counties PUMA, WA",2689946982.0,43413.70933265005,Licensed practical & licensed vocational nurses
2134,"Tampa City (Central) PUMA, FL",2689183673.0,41767.3381966907,Editors
2128,"Tacoma City (South), Parkland & Spanaway PUMA, WA",2688154809.0,39809.763292628195,Graphic designers
336,"Cecil County PUMA, MD",2688130351.0,44253.53967171657,Other teachers and instructors
750,"Franklin County (Outside Washington Township & Waynesboro Borough) PUMA, PA",2687374249.0,41959.22838489632,"Bus drivers, school"
426,"Clinton, Muscatine, Jones & Cedar Counties PUMA, IA",2686922804.0,41762.04338149141,Firstline supervisors of retail sales workers
761,"Fresno City (Southwest) PUMA, CA",2686194455.0,41506.680269162935,General & operations managers
721,"Floyd, Polk & Haralson Counties PUMA, GA",2685371111.0,41868.08896191084,Security & fire alarm systems installers
335,"Cayuga & Onondaga (South) Counties PUMA, NY",2683783968.0,44688.882530863346,Tutors
1099,"Kaufman County PUMA, TX",2683599239.0,42073.3645992507,Dishwashers
1382,"Mifflin, Union, Snyder & Juniata Counties PUMA, PA",2682641312.0,40019.70859865351,Advertising & promotions managers
1863,"Salina City PUMA, KS",2680969501.0,41109.76501320384,Other managers
1434,"Morgan, Putnam & Brown Counties PUMA, IN",2678296783.0,42200.3272463409,Artists & related workers
1613,"Orlando City (South Central), Conway & Pine Castle PUMA, FL",2677854142.0,43546.93144058247,Property appraisers and assessors
821,"Granite City, Alton, Wood River Cities & Godfrey Village PUMA, IL",2674263279.0,40894.34033755186,Elementary & middle school teachers
1762,"Pueblo City & Pueblo West PUMA, CO",2674222520.0,43342.71471352767,Receptionists & information clerks
1780,"Raleigh, Mercer & Fayette Counties PUMA, WV",2673914360.0,42665.258264925586,Firstline supervisors of construction trades & extraction workers
230,"Brighton Park, New City, Bridgeport & McKinley Park PUMA, IL",2672697882.0,42470.519915001736,Printing press operators
812,"Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA, TX",2672494878.0,43063.037134905135,"Educational, guidance, and career counselors and advisors"
1213,"Lee, Pontotoc & Union CountiesTupelo City PUMA, MS",2672422719.0,44451.65882613564,Human resources workers
1924,"Santa Maria City & Orcutt PUMA, CA",2670943775.0,41646.188547678496,Firefighters
1125,"Kokomo City PUMA, IN",2670489366.0,43141.26457076909,Firstline supervisors of office & administrative support workers
979,"Huber Heights, Trotwood, Vandalia & Englewood Cities PUMA, OH",2669431102.0,43261.753871886795,Packaging & filling machine operators & tenders
