Location,Total salary,Average salary,occupation_name
"Columbus City (West) PUMA, OH",1932888974.0,41136.16324972727,Carpenters
"Houston (East), Galena Park, Jacinto Cities & Cloverleaf PUMA, TX",1931384226.0,38773.521932525175,"Butchers & other meat, poultry, & fish processing workers"
"Greater Yakima City PUMA, WA",1931293204.0,40474.852235288985,Miscellaneous health technologists & technicians
"Greensboro City (South) PUMA, NC",1930060674.0,41455.52862873704,"Miscellaneous first-line supervisors, protective service workers"
"Clallam & Jefferson Counties PUMA, WA",1929227146.0,41296.99442119742,Bartenders
"Caldwell & Alexander Counties PUMA, NC",1929151738.0,42093.74722376675,"Claims adjusters, appraisers, examiners, & investigators"
"Southern Georgia Regional Commission (West) PUMA, GA",1928892375.0,41371.922783325324,Tool & die makers
"Washington, Osage (North & West), Pawnee & Creek (Northwest) Counties PUMA, OK",1928649904.0,42625.83888797323,"Electrical, electronics, & electromechanical assemblers"
"Allen County PUMA, OH",1928168798.0,39647.03720287456,Insurance underwriters
"El Monte & South El Monte Cities PUMA, CA",1927943262.0,38857.96816493284,Waiters & waitresses
"Whitfield County PUMA, GA",1927777223.0,42525.24747352982,Human resources workers
"Waterbury Town PUMA, CT",1926706193.0,42102.77437376088,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
"Terre Haute City PUMA, IN",1925812604.0,41667.561287415265,Licensed practical & licensed vocational nurses
"LaPorte County PUMA, IN",1924464873.0,42051.4802159281,Structural iron & steel workers
"Hutchinson City PUMA, KS",1923764810.0,40989.646464377045,Marketing managers
"LA City (South Central/Watts) PUMA, CA",1920653583.0,33915.928829563745,Firstline supervisors of construction trades & extraction workers
"Colton, Loma Linda & Grand Terrace Cities PUMA, CA",1919682996.0,41935.87628142685,Reservation & transportation ticket agents & travel clerks
"Colusa, Glenn, Tehama & Trinity Counties PUMA, CA",1918194122.0,41387.46554665042,"Drywall installers, ceiling tile installers, & tapers"
"Wayne County PUMA, NC",1916133087.0,40969.92842703498,Miscellaneous plant & system operators
"Muncie City PUMA, IN",1913728210.0,40505.106461415744,Nurse anesthetists
"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties PUMA, CO",1910811767.0,44973.617265812136,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic"
"Tucson City (Southeast) PUMA, AZ",1910050147.0,43915.47548874534,Counter & rental clerks
"Pope, Johnson, Yell, Conway & Perry Counties PUMA, AR",1908470373.0,41126.621939481185,Retail salespersons
"Bartow County PUMA, GA",1908275956.0,42618.42130399016,Transportation security screeners
"Henderson & Anderson Counties PUMA, TX",1905558848.0,41281.03981507185,"Dispatchers, except police, fire, and ambulance"
"Cleveland City (West) PUMA, OH",1904628742.0,40875.71035922786,Tour & travel guides
"Warren & Niles Cities PUMA, OH",1903779562.0,40971.9305705091,"Firstline supervisors of mechanics, installers, & repairers"
"Garland City (South) PUMA, TX",1901169861.0,41050.7918475458,"Purchasing agents, except wholesale, retail, & farm products"
"Lane County (Outside Eugene & Springfield Cities) PUMA, OR",1900706928.0,43796.55463577008,Ship & boat captains & operators
"Salem (North), Keizer Cities & Hayesville PUMA, OR",1900184007.0,40716.6982292164,Lodging managers
"Randolph, Upshur, Barbour, Lewis, Hardy, Grant, Pendleton & Tucker Counties PUMA, WV",1899596410.0,41447.77404743709,Sheet metal workers
"Bedford Park, Fordham North & Norwood PUMA, NY",1898744605.0,37786.55357888036,Other entertainment attendants and related workers
"North Central & Northwest Nebraska PUMA, NE",1897673437.0,41237.18716273322,Payroll & timekeeping clerks
"Phoenix City (South) PUMA, AZ",1894670136.0,39900.878380352726,Firefighters
"Putnam, Boone & Lincoln Counties PUMA, WV",1892897882.0,45261.189376985036,Postal service mail carriers
"Lowndes CountyValdosta City PUMA, GA",1890141489.0,41041.49377091807,Police officers
"St. Louis County (Northeast) PUMA, MO",1883624441.0,40301.61883953369,Natural sciences managers
"Buffalo Trace & Gateway Area Development Districts PUMA, KY",1881921085.0,41871.25745524814,Chief executives & legislators
"Citrus County PUMA, FL",1879716827.0,42881.840297235685,Cooks
"FIVCO Area Development District PUMA, KY",1879664458.0,43229.17629462632,Postal service mail carriers
"South & West Albemarle Sound & Northern Outer Banks Regions PUMA, NC",1877290469.0,40804.852077126,Construction laborers
"Bradford, Tioga & Sullivan Counties PUMA, PA",1874581121.0,42559.544288837045,Bus & truck mechanics & diesel engine specialists
"St. Louis County (Inner Ring North) PUMA, MO",1874090273.0,44490.48138461906,Lodging managers
"Greenwood, Abbeville & McCormick Counties PUMA, SC",1871810241.0,40315.424100304015,Animal control workers
"Stephenson & Ogle Counties PUMA, IL",1869578860.0,39990.63929928348,Tax preparers
"Southwest Alabama PUMA, AL",1869024255.0,39840.372355092695,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters"
"East of TX-6 & West of Beltway TX-8 PUMA, TX (79500US4804638)",1865491629.0,39683.440433899195,Massage therapists
"Eastern Plains Region PUMA, CO",1865175002.0,41356.49681284212,"Healthcare support workers, all other, including medical equipment preparers"
"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA, TN",1863997043.0,40381.57562423894,Firstline supervisors of production & operating workers
"Marion County (South Central) PUMA, FL",1863409308.0,40716.68950816916,"Hotel, motel, & resort desk clerks"
"Wood, Pleasants & Wirt Counties PUMA, WV",1862733712.0,44533.27161397294,"Other engineering technologists and technicians, except drafters"
"Lubbock CountyLubbock City (Central) PUMA, TX",1862389183.0,40645.62367501984,Security guards & gaming surveillance officers
"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA, MO",1861874989.0,39833.3443003253,Medical & health services managers
"Colquitt, Thomas & Worth Counties PUMA, GA",1860729748.0,41764.820447433885,Receptionists & information clerks
"Salt Lake City (West), West Valley City (West) & Magna PUMA, UT",1860441218.0,41115.8482604679,Training & development specialists
"Miami City (West) PUMA, FL",1860370149.0,42170.77901219638,"Medical, dental, & ophthalmic laboratory technicians"
"Bedford, Garfield Heights & Maple Heights Cities PUMA, OH",1857071830.0,39954.255576441785,Barbers
"Cincinnati City (West) PUMA, OH",1851816404.0,41692.64587554885,Firstline supervisors of food preparation & serving workers
"Pennyrile Area Development District (South) PUMA, KY",1851741489.0,42228.979761086994,Chiropractors
"Tucson City (Northeast) PUMA, AZ",1849396593.0,43404.31351751603,Firstline supervisors of retail sales workers
"Springfield City (North) PUMA, MO",1849244349.0,41105.65788946372,Driver/sales workers & truck drivers
"Los Banos & Livingston Cities PUMA, CA",1847866374.0,36447.89538285174,Personal care aides
"Fayetteville City (Central & East) PUMA, NC",1845198309.0,41760.26683687391,Electricians
"Holmes, Guernsey & Coshocton Counties PUMA, OH",1844552321.0,38317.9747548693,Electrical powerline installers & repairers
"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo PUMA, NM",1840891485.0,44911.213124295966,Public safety telecommunicators
"Heart of Georgia Altamaha Regional Commission (North & West) PUMA, GA",1839897215.0,39831.498141828015,Payroll & timekeeping clerks
"Brownsville City (North) PUMA, TX",1838585709.0,40568.92694943184,Locomotive engineers & operators
"South Central Iowa PUMA, IA",1838139114.0,39012.4409763801,Electricians
"South of I-30 & West of I-635 PUMA, TX",1837232307.0,37506.610474180015,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians"
"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA, NC",1833630307.0,42354.43597033484,"Bookkeeping, accounting, & auditing clerks"
"Jasper, Starke, Fulton, Newton & Pulaski Counties PUMA, IN",1832708932.0,39876.514496786425,Dentists
"Newaygo, Mason, Oceana & Lake Counties PUMA, MI",1828914808.0,41052.46858257414,Cashiers
"Harlingen & San Benito Cities PUMA, TX",1828823769.0,42175.11581915443,Firstline supervisors of nonretail sales workers
"Mercer County PUMA, PA",1826982703.0,41870.95487495123,Firstline supervisors of production & operating workers
"Inside Beltway TX-8 PUMA, TX",1824553720.0,39195.453009838304,Cost estimators
"Navajo & Apache Counties PUMA, AZ",1819769833.0,40742.67857867775,Detectives & criminal investigators
"Wayne, Fayette, Rush & Union Counties PUMA, IN",1818308522.0,42022.02703902461,"Crushing, grinding, polishing, mixing, & blending workers"
"Big Sandy Area Development District PUMA, KY",1817739957.0,42960.920863601496,Couriers & messengers
"Green River Area Development District (Southwest) PUMA, KY",1812297450.0,41554.18103734936,Physical therapist assistants & aides
"Wichita City (Central) PUMA, KS",1809900577.0,38614.07058424453,Market research analysts & marketing specialists
"San Bernardino City (East) PUMA, CA",1806235001.0,39440.46477434058,Mechanical engineers
"Akron City (East) PUMA, OH",1805930309.0,40555.86091270142,Human resources managers
"Chenango, Delaware & Broome (East) Counties PUMA, NY",1804848889.0,40445.594946224075,"Opticians, dispensing"
"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties PUMA, IL",1804290977.0,40318.3187401798,Dining room and cafeteria attendants and bartender helpers
"Cumberland City PUMA, MD",1802750251.0,41874.35843374867,"Crushing, grinding, polishing, mixing, & blending workers"
"Cullman & Winston Counties PUMA, AL",1802742268.0,40836.707551466,Sewing machine operators
"Pasco County (West Central) PUMA, FL",1801862689.0,41758.12900725543,Other teachers and instructors
"Pasco County (Gulf Coast) PUMA, FL",1800528879.0,41926.405710895495,Special education teachers
"Hunts Point, Longwood & Melrose PUMA, NY",1799766340.0,35551.947495521745,"Laborers & freight, stock, & material movers, hand"
"Morris Heights, Fordham South & Mount Hope PUMA, NY",1799392928.0,37489.59450527775,Other designers
"Craven County PUMA, NC",1797553552.0,45053.46996722102,Bakers
"Phelps, Crawford, Dent, Gasconade & Maries Counties PUMA, MO",1795493525.0,41886.81629729341,Veterinary technologists and technicians
"Lawton City PUMA, OK",1794007389.0,43424.31645419443,"Property, real estate, & community association managers"
"Irving (South) & Grand Prairie (North) Cities PUMA, TX",1787980386.0,39033.4325043796,"Computer occupations, all other"
"Jackson City (East & Central) PUMA, MS",1786217364.0,45796.60333496226,Agricultural and food science technicians
"Georgetown, Marion & Dillon Counties PUMA, SC",1783914790.0,41396.123175764566,Credit counselors & loan officers
"St. Joseph & Branch Counties PUMA, MI",1778981547.0,39802.15705523941,Human resources managers
"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties PUMA, IN",1778967183.0,41060.45210794101,Pest control workers
"Highlands (Northwest), DeSoto & Hardee Counties PUMA, FL",1777093797.0,41581.433979881964,Pipelayers
"Lauderdale, Newton & Clarke CountiesMeridian City PUMA, MS",1773884869.0,42452.41144918523,Industrial production managers
"South of I-30 & East of I-35E PUMA, TX",1773187956.0,37199.93398111043,"Maintenance & repair workers, general"
"Toledo City (East) PUMA, OH",1768359541.0,36925.8761771778,Firstline supervisors of food preparation & serving workers
"Provo City PUMA, UT",1762992850.0,42261.5279961407,"Library assistants, clerical"
"Hammond & East Chicago Cities PUMA, IN",1760861485.0,39457.00402013019,Other entertainment attendants and related workers
"Glendale City (South) PUMA, AZ",1757966781.0,40184.12391320741,Surveying & mapping technicians
"Athens, Gallia & Meigs Counties PUMA, OH",1755589277.0,40379.87326123497,Court reporters and simultaneous captioners
"Washington (South) & Greene Counties PUMA, PA",1754227660.0,39946.62659810995,Millwrights
"Des Moines, Lee, Henry & Louisa Counties PUMA, IA",1754184409.0,41015.86557298238,Electrical & electronics engineers
"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties PUMA, WA",1753449007.0,41864.09070173482,Logisticians
"Nueces County (Central)Corpus Christi City (North Central) PUMA, TX",1751388050.0,40725.28600014347,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic"
"Detroit City (Northwest) PUMA, MI",1746149050.0,39099.80247380871,"Miscellaneous engineers, including nuclear engineers"
"Kershaw, Richland (South) & Calhoun Counties PUMA, SC",1744996440.0,42715.948546082,Cashiers
"Southwest Georgia Regional Commission (West & Central) PUMA, GA",1744680153.0,39527.48815094398,Laundry & drycleaning workers
"Ross & Fayette Counties PUMA, OH",1743975034.0,43387.41880485086,Machine feeders & offbearers
"Kisatchie Delta Regional Planning & Development District 1 PUMA, LA",1741695847.0,41147.21814934626,"Sales representatives of services, except advertising, insurance, financial services, and travel"
"Hialeah City (North Central) PUMA, FL",1738327182.0,38190.99724724081,Firstline supervisors of construction trades & extraction workers
"North of I-20 & West of I-35E PUMA, TX",1737511649.0,37996.26684094616,Postal service mail carriers
"Philadelphia City (Central) PUMA, PA",1737317240.0,37639.04268358979,Medical records specialists
"Edinburg City PUMA, TX",1735967839.0,40559.30101929576,School bus monitors
"Neshoba, Scott, Leake, Jasper, Smith & Kemper Counties PUMA, MS",1734312591.0,41319.33170277449,Chefs & head cooks
"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties PUMA, CO",1730286203.0,40942.22862103695,"Packers & packagers, hand"
"White, Jackson, Prairie & Woodruff Counties PUMA, AR",1730252250.0,40600.806348820144,Compliance officers
"Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA, GA",1726520140.0,41782.71665077377,Music directors and composers
"Detroit City (North Central) PUMA, MI",1724312755.0,40678.12264735793,Materials engineers
"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA, MO",1724294314.0,40193.209362455564,Automotive service technicians & mechanics
"Northwest Missouri PUMA, MO",1721037941.0,39991.04869834805,Firstline supervisors of production & operating workers
"Fontana City (East) PUMA, CA",1719505337.0,36804.94141685496,Small engine mechanics
"Jackson (South), Macon, Cherokee & Clay Counties PUMA, NC",1717596229.0,40474.42138596501,Biological scientists
"Columbiana County PUMA, OH",1715337272.0,41688.375243354094,"Shipping, receiving, & traffic clerks"
"Panola, Tate, Coahoma, Tallahatchie, Tunica & Quitman Counties PUMA, MS",1714703348.0,41936.512120792526,Clergy
"Albuquerque City (Southeast Heights) PUMA, NM",1713291413.0,42514.568821186964,Human resources workers
"Jackson, Wetzel, Roane, Braxton, Ritchie, Tyler, Gilmer & Calhoun Counties PUMA, WV",1711162378.0,41025.84908654088,Special education teachers
